Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       t         37.308800         0.000         0.000       
16          2         int64     xor       t         39.855999         0.000         0.001       
32          4         int64     xor       t         39.059201         0.001         0.002       
64          8         int64     xor       t         40.726399         0.002         0.003       
128         16        int64     xor       t         45.721599         0.003         0.005       
256         32        int64     xor       t         51.276797         0.005         0.009       
512         64        int64     xor       t         66.803199         0.008         0.014       
1024        128       int64     xor       t         95.590401         0.011         0.020       
2048        256       int64     xor       t         153.840005        0.013         0.025       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       t         38.172799         0.000         0.000       
16          2         int64     min       t         38.192001         0.000         0.001       
32          4         int64     min       t         39.027199         0.001         0.002       
64          8         int64     min       t         41.503999         0.002         0.003       
128         16        int64     min       t         44.787201         0.003         0.005       
256         32        int64     min       t         51.312000         0.005         0.009       
512         64        int64     min       t         66.915202         0.008         0.014       
1024        128       int64     min       t         97.945601         0.010         0.020       
2048        256       int64     min       t         159.462404        0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       t         38.086399         0.000         0.000       
16          2         int64     max       t         40.665600         0.000         0.001       
32          4         int64     max       t         38.169599         0.001         0.002       
64          8         int64     max       t         41.488001         0.002         0.003       
128         16        int64     max       t         43.948799         0.003         0.005       
256         32        int64     max       t         52.943999         0.005         0.009       
512         64        int64     max       t         67.625600         0.008         0.014       
1024        128       int64     max       t         97.167999         0.011         0.020       
2048        256       int64     max       t         160.342395        0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       w         39.868799         0.000         0.000       
8           2         int32     sum       w         39.820799         0.000         0.000       
16          4         int32     sum       w         39.024001         0.000         0.001       
32          8         int32     sum       w         38.912001         0.001         0.002       
64          16        int32     sum       w         39.081600         0.002         0.003       
128         32        int32     sum       w         38.252801         0.003         0.006       
256         64        int32     sum       w         39.868799         0.006         0.012       
512         128       int32     sum       w         43.126401         0.012         0.022       
1024        256       int32     sum       w         47.222400         0.022         0.041       
2048        512       int32     sum       w         58.649600         0.035         0.065       
4096        1024      int32     sum       w         76.723200         0.053         0.100       
8192        2048      int32     sum       w         116.892803        0.070         0.131       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      w         39.814401         0.000         0.000       
8           2         int32     prod      w         39.836800         0.000         0.000       
16          4         int32     prod      w         39.068800         0.000         0.001       
32          8         int32     prod      w         39.030400         0.001         0.002       
64          16        int32     prod      w         38.265601         0.002         0.003       
128         32        int32     prod      w         38.972801         0.003         0.006       
256         64        int32     prod      w         40.623999         0.006         0.012       
512         128       int32     prod      w         43.193600         0.012         0.022       
1024        256       int32     prod      w         46.489599         0.022         0.041       
2048        512       int32     prod      w         57.849598         0.035         0.066       
4096        1024      int32     prod      w         76.668799         0.053         0.100       
8192        2048      int32     prod      w         116.025603        0.071         0.132       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       w         39.987200         0.000         0.000       
8           2         int32     and       w         39.087999         0.000         0.000       
16          4         int32     and       w         38.985601         0.000         0.001       
32          8         int32     and       w         38.953599         0.001         0.002       
64          16        int32     and       w         39.036801         0.002         0.003       
128         32        int32     and       w         39.052799         0.003         0.006       
256         64        int32     and       w         40.687999         0.006         0.012       
512         128       int32     and       w         43.148801         0.012         0.022       
1024        256       int32     and       w         47.132799         0.022         0.041       
2048        512       int32     and       w         57.151997         0.036         0.067       
4096        1024      int32     and       w         76.787198         0.053         0.100       
8192        2048      int32     and       w         115.190399        0.071         0.133       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        w         39.852801         0.000         0.000       
8           2         int32     or        w         39.097601         0.000         0.000       
16          4         int32     or        w         39.916801         0.000         0.001       
32          8         int32     or        w         39.094400         0.001         0.002       
64          16        int32     or        w         39.801601         0.002         0.003       
128         32        int32     or        w         39.785600         0.003         0.006       
256         64        int32     or        w         41.430399         0.006         0.012       
512         128       int32     or        w         42.380801         0.012         0.023       
1024        256       int32     or        w         48.070401         0.021         0.040       
2048        512       int32     or        w         57.030398         0.036         0.067       
4096        1024      int32     or        w         76.707202         0.053         0.100       
8192        2048      int32     or        w         115.983999        0.071         0.132       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       w         39.807999         0.000         0.000       
8           2         int32     xor       w         39.840001         0.000         0.000       
16          4         int32     xor       w         39.087999         0.000         0.001       
32          8         int32     xor       w         39.043200         0.001         0.002       
64          16        int32     xor       w         39.811200         0.002         0.003       
128         32        int32     xor       w         39.110401         0.003         0.006       
256         64        int32     xor       w         39.936000         0.006         0.012       
512         128       int32     xor       w         43.132800         0.012         0.022       
1024        256       int32     xor       w         47.990400         0.021         0.040       
2048        512       int32     xor       w         57.036799         0.036         0.067       
4096        1024      int32     xor       w         76.822400         0.053         0.100       
8192        2048      int32     xor       w         127.529597        0.064         0.120       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       w         39.814401         0.000         0.000       
8           2         int32     min       w         40.633601         0.000         0.000       
16          4         int32     min       w         39.084801         0.000         0.001       
32          8         int32     min       w         39.049599         0.001         0.002       
64          16        int32     min       w         39.865601         0.002         0.003       
128         32        int32     min       w         39.827201         0.003         0.006       
256         64        int32     min       w         40.652800         0.006         0.012       
512         128       int32     min       w         42.262399         0.012         0.023       
1024        256       int32     min       w         48.047999         0.021         0.040       
2048        512       int32     min       w         57.916802         0.035         0.066       
4096        1024      int32     min       w         75.904000         0.054         0.101       
8192        2048      int32     min       w         118.473601        0.069         0.130       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       w         39.843199         0.000         0.000       
8           2         int32     max       w         39.913601         0.000         0.000       
16          4         int32     max       w         38.966399         0.000         0.001       
32          8         int32     max       w         39.785600         0.001         0.002       
64          16        int32     max       w         38.940799         0.002         0.003       
128         32        int32     max       w         38.278401         0.003         0.006       
256         64        int32     max       w         41.110399         0.006         0.012       
512         128       int32     max       w         42.339200         0.012         0.023       
1024        256       int32     max       w         46.422401         0.022         0.041       
2048        512       int32     max       w         57.017601         0.036         0.067       
4096        1024      int32     max       w         75.990403         0.054         0.101       
8192        2048      int32     max       w         115.216005        0.071         0.133       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       w         39.001599         0.000         0.000       
16          2         int64     sum       w         39.014399         0.000         0.001       
32          4         int64     sum       w         38.944000         0.001         0.002       
64          8         int64     sum       w         39.878401         0.002         0.003       
128         16        int64     sum       w         39.091200         0.003         0.006       
256         32        int64     sum       w         38.137600         0.007         0.013       
512         64        int64     sum       w         40.608001         0.013         0.024       
1024        128       int64     sum       w         43.081599         0.024         0.045       
2048        256       int64     sum       w         47.235200         0.043         0.081       
4096        512       int64     sum       w         57.868803         0.071         0.133       
8192        1024      int64     sum       w         78.281599         0.105         0.196       
16384       2048      int64     sum       w         117.715204        0.139         0.261       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      w         38.137600         0.000         0.000       
16          2         int64     prod      w         39.222401         0.000         0.001       
32          4         int64     prod      w         39.097601         0.001         0.002       
64          8         int64     prod      w         38.927999         0.002         0.003       
128         16        int64     prod      w         38.192001         0.003         0.006       
256         32        int64     prod      w         38.963199         0.007         0.012       
512         64        int64     prod      w         40.662399         0.013         0.024       
1024        128       int64     prod      w         42.348799         0.024         0.045       
2048        256       int64     prod      w         48.873600         0.042         0.079       
4096        512       int64     prod      w         57.027203         0.072         0.135       
8192        1024      int64     prod      w         77.532798         0.106         0.198       
16384       2048      int64     prod      w         116.873598        0.140         0.263       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       w         38.972801         0.000         0.000       
16          2         int64     and       w         39.001599         0.000         0.001       
32          4         int64     and       w         38.992000         0.001         0.002       
64          8         int64     and       w         39.075199         0.002         0.003       
128         16        int64     and       w         39.904001         0.003         0.006       
256         32        int64     and       w         39.014399         0.007         0.012       
512         64        int64     and       w         39.804801         0.013         0.024       
1024        128       int64     and       w         42.329600         0.024         0.045       
2048        256       int64     and       w         47.231999         0.043         0.081       
4096        512       int64     and       w         57.097602         0.072         0.135       
8192        1024      int64     and       w         76.665598         0.107         0.200       
16384       2048      int64     and       w         116.006398        0.141         0.265       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        w         38.944000         0.000         0.000       
16          2         int64     or        w         39.065599         0.000         0.001       
32          4         int64     or        w         39.033601         0.001         0.002       
64          8         int64     or        w         38.179201         0.002         0.003       
128         16        int64     or        w         39.072001         0.003         0.006       
256         32        int64     or        w         39.017600         0.007         0.012       
512         64        int64     or        w         39.916801         0.013         0.024       
1024        128       int64     or        w         42.284799         0.024         0.045       
2048        256       int64     or        w         47.177601         0.043         0.081       
4096        512       int64     or        w         57.110399         0.072         0.134       
8192        1024      int64     or        w         76.713598         0.107         0.200       
16384       2048      int64     or        w         116.844797        0.140         0.263       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
srun: forcing job termination
srun: got SIGCONT
srun: Job step aborted: Waiting up to 32 seconds for job step to finish.
slurmstepd: error: *** STEP 1426733.31 ON h200-bar-202-129 CANCELLED AT 2026-05-05T12:09:56 ***
8           1         int64     xor       w         38.966399         0.000         0srun: error: h200-bar-202-129: tasks 0-7: Killed
srun: error: h200-bar-202-131: tasks 8-15: Killed
srun: Force Terminated StepId=1426733.31
