Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
32768       8192      int32     max       b         105.804801        0.310         0.542       
65536       16384     int32     max       b         205.817604        0.318         0.557       
131072      32768     int32     max       b         410.828781        0.319         0.558       
262144      65536     int32     max       b         813.836765        0.322         0.564       
524288      131072    int32     max       b         1623.084831       0.323         0.565       
1048576     262144    int32     max       b         3236.940765       0.324         0.567       
2097152     524288    int32     max       b         6467.903900       0.324         0.567       
4194304     1048576   int32     max       b         12934.687805      0.324         0.567       
8388608     2097152   int32     max       b         25853.491211      0.324         0.568       
16777216    4194304   int32     max       b         53504.577637      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       b         14.118400         0.001         0.001       
16          2         int64     sum       b         7.699200          0.002         0.004       
32          4         int64     sum       b         7.724800          0.004         0.007       
64          8         int64     sum       b         7.628800          0.008         0.015       
128         16        int64     sum       b         7.532800          0.017         0.030       
256         32        int64     sum       b         7.616000          0.034         0.059       
512         64        int64     sum       b         7.692800          0.067         0.116       
1024        128       int64     sum       b         9.382400          0.109         0.191       
2048        256       int64     sum       b         11.033600         0.186         0.325       
4096        512       int64     sum       b         15.699200         0.261         0.457       
8192        1024      int64     sum       b         19.072001         0.430         0.752       
16384       2048      int64     sum       b         22.252800         0.736         1.288       
32768       4096      int64     sum       b         81.433600         0.402         0.704       
65536       8192      int64     sum       b         158.323205        0.414         0.724       
131072      16384     int64     sum       b         310.700798        0.422         0.738       
262144      32768     int64     sum       b         618.892813        0.424         0.741       
524288      65536     int64     sum       b         1231.545639       0.426         0.745       
1048576     131072    int64     sum       b         2455.500793       0.427         0.747       
2097152     262144    int64     sum       b         4899.916840       0.428         0.749       
4194304     524288    int64     sum       b         9806.912231       0.428         0.748       
8388608     1048576   int64     sum       b         19594.624329      0.428         0.749       
16777216    2097152   int64     sum       b         40507.461548      0.414         0.725       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      b         14.342400         0.001         0.001       
16          2         int64     prod      b         7.616000          0.002         0.004       
32          4         int64     prod      b         7.577600          0.004         0.007       
64          8         int64     prod      b         7.545600          0.008         0.015       
128         16        int64     prod      b         7.756800          0.017         0.029       
256         32        int64     prod      b         7.756800          0.033         0.058       
512         64        int64     prod      b         7.500800          0.068         0.119       
1024        128       int64     prod      b         9.126400          0.112         0.196       
2048        256       int64     prod      b         10.784000         0.190         0.332       
4096        512       int64     prod      b         15.801600         0.259         0.454       
8192        1024      int64     prod      b         19.078401         0.429         0.751       
16384       2048      int64     prod      b         22.387201         0.732         1.281       
32768       4096      int64     prod      b         81.324798         0.403         0.705       
65536       8192      int64     prod      b         158.368003        0.414         0.724       
131072      16384     int64     prod      b         312.435198        0.420         0.734       
262144      32768     int64     prod      b         622.163200        0.421         0.737       
524288      65536     int64     prod      b         1239.590359       0.423         0.740       
1048576     131072    int64     prod      b         2470.092773       0.425         0.743       
2097152     262144    int64     prod      b         4926.060867       0.426         0.745       
4194304     524288    int64     prod      b         9854.579163       0.426         0.745       
8388608     1048576   int64     prod      b         19691.462708      0.426         0.746       
16777216    2097152   int64     prod      b         40696.102905      0.412         0.721       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       b         14.361601         0.001         0.001       
16          2         int64     and       b         7.776000          0.002         0.004       
32          4         int64     and       b         7.763200          0.004         0.007       
64          8         int64     and       b         7.648000          0.008         0.015       
128         16        int64     and       b         7.692800          0.017         0.029       
256         32        int64     and       b         7.641600          0.034         0.059       
512         64        int64     and       b         7.577600          0.068         0.118       
1024        128       int64     and       b         9.292800          0.110         0.193       
2048        256       int64     and       b         11.001600         0.186         0.326       
4096        512       int64     and       b         15.808000         0.259         0.453       
8192        1024      int64     and       b         22.444800         0.365         0.639       
16384       2048      int64     and       b         22.291200         0.735         1.286       
32768       4096      int64     and       b         79.603201         0.412         0.720       
65536       8192      int64     and       b         156.697595        0.418         0.732       
131072      16384     int64     and       b         309.030390        0.424         0.742       
262144      32768     int64     and       b         613.881588        0.427         0.747       
524288      65536     int64     and       b         1223.174381       0.429         0.750       
1048576     131072    int64     and       b         2435.603142       0.431         0.753       
2097152     262144    int64     and       b         4866.988754       0.431         0.754       
4194304     524288    int64     and       b         9728.205109       0.431         0.755       
8388608     1048576   int64     and       b         19445.484924      0.431         0.755       
16777216    2097152   int64     and       b         40210.714722      0.417         0.730       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        b         14.176001         0.001         0.001       
16          2         int64     or        b         7.699200          0.002         0.004       
32          4         int64     or        b         7.481600          0.004         0.007       
64          8         int64     or        b         7.590400          0.008         0.015       
128         16        int64     or        b         7.539200          0.017         0.030       
256         32        int64     or        b         7.507200          0.034         0.060       
512         64        int64     or        b         7.603200          0.067         0.118       
1024        128       int64     or        b         9.337600          0.110         0.192       
2048        256       int64     or        b         10.828800         0.189         0.331       
4096        512       int64     or        b         15.833600         0.259         0.453       
8192        1024      int64     or        b         18.950400         0.432         0.757       
16384       2048      int64     or        b         22.278400         0.735         1.287       
32768       4096      int64     or        b         79.750401         0.411         0.719       
65536       8192      int64     or        b         156.691206        0.418         0.732       
131072      16384     int64     or        b         309.004807        0.424         0.742       
262144      32768     int64     or        b         615.347195        0.426         0.746       
524288      65536     int64     or        b         1221.638393       0.429         0.751       
1048576     131072    int64     or        b         2437.286377       0.430         0.753       
2097152     262144    int64     or        b         4865.574265       0.431         0.754       
4194304     524288    int64     or        b         9734.668732       0.431         0.754       
8388608     1048576   int64     or        b         19447.155762      0.431         0.755       
16777216    2097152   int64     or        b         40218.829346      0.417         0.730       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       b         14.118400         0.001         0.001       
16          2         int64     xor       b         7.571200          0.002         0.004       
32          4         int64     xor       b         7.692800          0.004         0.007       
64          8         int64     xor       b         7.622400          0.008         0.015       
128         16        int64     xor       b         7.436800          0.017         0.030       
256         32        int64     xor       b         7.667200          0.033         0.058       
512         64        int64     xor       b         7.648000          0.067         0.117       
1024        128       int64     xor       b         9.120000          0.112         0.196       
2048        256       int64     xor       b         10.809600         0.189         0.332       
4096        512       int64     xor       b         15.833600         0.259         0.453       
8192        1024      int64     xor       b         20.646399         0.397         0.694       
16384       2048      int64     xor       b         22.425599         0.731         1.279       
32768       4096      int64     xor       b         81.286401         0.403         0.705       
65536       8192      int64     xor       b         155.104005        0.423         0.739       
131072      16384     int64     xor       b         309.068799        0.424         0.742       
262144      32768     int64     xor       b         613.855982        0.427         0.747       
524288      65536     int64     xor       b         1221.510410       0.429         0.751       
1048576     131072    int64     xor       b         2433.964729       0.431         0.754       
2097152     262144    int64     xor       b         4862.348938       0.431         0.755       
4194304     524288    int64     xor       b         9720.134735       0.432         0.755       
8388608     1048576   int64     xor       b         19433.946228      0.432         0.755       
16777216    2097152   int64     xor       b         40186.016846      0.417         0.731       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       b         14.291200         0.001         0.001       
16          2         int64     min       b         7.577600          0.002         0.004       
32          4         int64     min       b         7.539200          0.004         0.007       
64          8         int64     min       b         7.609600          0.008         0.015       
128         16        int64     min       b         7.622400          0.017         0.029       
256         32        int64     min       b         7.705600          0.033         0.058       
512         64        int64     min       b         7.648000          0.067         0.117       
1024        128       int64     min       b         9.120000          0.112         0.196       
2048        256       int64     min       b         10.880000         0.188         0.329       
4096        512       int64     min       b         15.814400         0.259         0.453       
8192        1024      int64     min       b         19.136000         0.428         0.749       
16384       2048      int64     min       b         22.361600         0.733         1.282       
32768       4096      int64     min       b         81.247997         0.403         0.706       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 2 mype_node: 2 device name: NVIDIA H200 bus id: 63 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 1 device name: NVIDIA H200 bus id: 45 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 3 mype_node: 3 device name: NVIDIA H200 bus id: 102 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 7 mype_node: 7 device name: NVIDIA H200 bus id: 228 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 6 mype_node: 6 device name: NVIDIA H200 bus id: 191 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 5 mype_node: 5 device name: NVIDIA H200 bus id: 174 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 4 mype_node: 4 device name: NVIDIA H200 bus id: 155 
65536       8192      int64     min       b         158.342397        0.414         0.724       
131072      16384     int64     min       b         312.384009        0.420         0.734       
262144      32768     int64     min       b         622.022390        0.421         0.738       
524288      65536     int64     min       b         1236.256027       0.424         0.742       
1048576     131072    int64     min       b         2465.190315       0.425         0.744       
2097152     262144    int64     min       b         4921.094513       0.426         0.746       
4194304     524288    int64     min       b         9844.620514       0.426         0.746       
8388608     1048576   int64     min       b         19683.544922      0.426         0.746       
16777216    2097152   int64     min       b         40654.833984      0.413         0.722       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       b         14.502400         0.001         0.001       
16          2         int64     max       b         7.718400          0.002         0.004       
32          4         int64     max       b         7.513600          0.004         0.007       
64          8         int64     max       b         7.545600          0.008         0.015       
128         16        int64     max       b         7.654400          0.017         0.029       
256         32        int64     max       b         7.648000          0.033         0.059       
512         64        int64     max       b         7.526400          0.068         0.119       
1024        128       int64     max       b         9.286400          0.110         0.193       
2048        256       int64     max       b         10.809600         0.189         0.332       
4096        512       int64     max       b         15.865600         0.258         0.452       
8192        1024      int64     max       b         19.168000         0.427         0.748       
16384       2048      int64     max       b         23.929600         0.685         1.198       
32768       4096      int64     max       b         81.241602         0.403         0.706       
65536       8192      int64     max       b         158.310401        0.414         0.724       
131072      16384     int64     max       b         312.236810        0.420         0.735       
262144      32768     int64     max       b         620.326424        0.423         0.740       
524288      65536     int64     max       b         1236.486435       0.424         0.742       
1048576     131072    int64     max       b         2468.537521       0.425         0.743       
2097152     262144    int64     max       b         4926.105499       0.426         0.745       
4194304     524288    int64     max       b         9847.936249       0.426         0.745       
8388608     1048576   int64     max       b         19683.244324      0.426         0.746       
16777216    2097152   int64     max       b         40667.828369      0.413         0.722       
