Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
16384       4096      int32     or        b         55.596799         0.295         0.516       
32768       8192      int32     or        b         103.849602        0.316         0.552       
65536       16384     int32     or        b         204.579210        0.320         0.561       
131072      32768     int32     or        b         407.001591        0.322         0.564       
262144      65536     int32     or        b         809.318447        0.324         0.567       
524288      131072    int32     or        b         1616.988754       0.324         0.567       
1048576     262144    int32     or        b         3225.059128       0.325         0.569       
2097152     524288    int32     or        b         6445.375824       0.325         0.569       
4194304     1048576   int32     or        b         12885.049438      0.326         0.570       
8388608     2097152   int32     or        b         25764.929199      0.326         0.570       
16777216    4194304   int32     or        b         53309.844971      0.315         0.551       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       b         13.852800         0.000         0.001       
8           2         int32     xor       b         6.518400          0.001         0.002       
16          4         int32     xor       b         6.387200          0.003         0.004       
32          8         int32     xor       b         6.361600          0.005         0.009       
64          16        int32     xor       b         6.403200          0.010         0.017       
128         32        int32     xor       b         6.342400          0.020         0.035       
256         64        int32     xor       b         6.342400          0.040         0.071       
512         128       int32     xor       b         6.396800          0.080         0.140       
1024        256       int32     xor       b         8.096000          0.126         0.221       
2048        512       int32     xor       b         11.302400         0.181         0.317       
4096        1024      int32     xor       b         17.020801         0.241         0.421       
8192        2048      int32     xor       b         21.081600         0.389         0.680       
16384       4096      int32     xor       b         55.571198         0.295         0.516       
32768       8192      int32     xor       b         104.719996        0.313         0.548       
65536       16384     int32     xor       b         204.608011        0.320         0.561       
131072      32768     int32     xor       b         407.750416        0.321         0.563       
